text,label,source,extraction_method
"""Prosecution is a systemic and structural component of the criminal punishment system.  Discussions  of 'good,''bad,''progressive,'  or 'regressive'  prosecutors keep  the focus  on individuals and are a distraction  that  impedes the need for structural and systemic change.""'",cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
-#Defund  and Defang  the Manhattan  DA 2,cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
"It is  now widely  accepted  that mass  incarceration must be  rolled back and that  the criminal  legal system  operates to  subjugate  communities already marginalized  by  race  and  class. 3 Also  widely agreed  upon  is  the  fact  that prosecutors have played a significant  role in the building of the modern carceral state. 4 The recent  elections  of self-described  ""progressive prosecutors"" have been greeted with great enthusiasm, even hailed as a possible  solution.'  It has also  generated a good deal of legal  scholarship, most of it focused on the exciting possibilities  of prosecutorial  reform. 6 This optimism is  understandable in  our",cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
"1. CMTY.  JUSTICE  EXCH.,  COURTWATCH  MA,  FAMILIES  FOR  JUST.  AS  HEALING,  PROJECT NIA  &amp; SURVIVED AND  PUNISHED NY,  ABOLITIONIST PRINCIPLES &amp; CAMPAIGN STRATEGIES FOR PROSECUTOR ORGANIZING 2 (2019),",cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
https://static1.squarespace.com/static/5e1f966c45f53f25401 1b45a/t/ 5e46c2744feb170e01fc09f7/1581695604941/CJEAbolitionistPrinciplesFINAL.pdf [https://perma.cc/WSD2-YN6T].,cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
"2. Issue Platform and Demands for  the Manhattan District  Attorney, PEOPLE'S  COAL.  FOR MANHATTAN DA ACCOUNTABILITY, https://peopleforprosecutoraccountability.org/ demands [https://perma.cc/B7UE-SEVV].
3. For  a  few  insightful  examples of  the  vast  overcriminalization literature,  see, e.g.,  LOiC WACQUANT,  PUNISHING  THE  POOR:  THE  NEOLIBERAL  GOVERNMENT  OF  SOCIAL  INSECURITY (2004); JONATHAN SIMON, GOVERNING THROUGH CRIME:  HOW  THE  WAR  ON CRIME TRANSFORMED  AMERICAN DEMOCRACY  AND CREATED  A CULTURE OF  FEAR (2007); MICHELLE ALEXANDER,  THE  NEW  JIM  CROW:  MASS  INCARCERATION  IN  THE  AGE  OF  COLORBLINDNESS (2010); ELIZABETH  HINTON,  FROM  THE  WAR  ON  POVERTY  TO  THE  WAR  ON  CRIME (2016); Monica C. Bell, Police Reform and the Dismantling of  Legal Estrangement, 126 YALE L.J.  2054, 2054 (2017).
4. JOHN  F.  PFAFF,  LOCKED  IN:  THE  TRUE  CAUSES  OF  MASS  INCARCERATION  AND  HOW  TO ACHIEVE REAL REFORM  (2017); Rachel  E.  Barkow, Institutional  Design  and the Policing  of Prosecutors:  Lessons From Administrative Law, 61  STAN.  L. REV. 869,  869-70  (2009). But see Jeffrey Bellin, The  Power of  Prosecutors, 94 N.Y.U.  L. REV.  171,  171 (2019)  (arguing that prosecutors do not have as much power as others assert they do).
5. See, e.g., EMILY  BAZELON,  CHARGED:  THE  NEW  MOVEMENT TO  TRANSFORM  AMERICAN PROSECUTION AND END MASS INCARCERATION (2019).
6. See,  e.g., Benjamin Levin, Imagining the Progressive Prosecutor, 105 MINN.  L. REV.  1415,  1415 (2021);  Bruce  A.  Green &amp; Rebecca  Roiphe, When  Prosecutors  Politick:  Progressive  Law",cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
"world of legislative  ""pathological  politics"" and largely powerless  courts, and it is borne out in  these prosecutors' platforms  for change  on three  axes:  procedural, substantive, and in relationship to their constituencies. District Attorneys  (DAs) such  as Larry  Krasner in  Philadelphia,  Rachael  Rollins in Boston,  Parisa  Taft in suburban  Virginia,  and  others,  have,  among  other  things,  implemented  bail reform; categorically declined to prosecute lower-level offenses, such as shoplifting,  drug possession,  and trespassing; and issued unprecedented  data on racial  disproportionality in the criminal system. 7 Not just their policies but also their demographics  look very  different  from  the vast majority  of DAs  who  are white male career prosecutors'  In November 2020,  a reformer, George  Gascon, was elected DA in the country's largest prosecutor office, Los Angeles, while one of the  most  fast-moving progressive  prosecutors, Kim  Foxx  of  Chicago,  was reelected.' These  prosecutors,  however,  also  face  rabid  opposition,  including intervention from other politicians, lawsuits from their own employees, and even",cover_heinonline,Godsoe - 2022 - The Place of the Prosecutor in Abolitionist Praxis.pdf,pdf_first_page
## DATE DOWNLOADED: Sat Sep  6 15:21:19 2025,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
SOURCE: Content Downloaded from,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
## Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Bruce A. Green, Why Should Prosecutors Seek Justice, 26 FORDHAM URB. L.J. 607 (March 1999).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Bruce A. Green, Why Should Prosecutors Seek Justice, 26 Fordham Urb. L.J. 607 (1999).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Green, B. A. (1999). Why should prosecutors seek justice. Fordham Urban Law Journal, 26(3), 607-644.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Bruce A. Green, ""Why Should Prosecutors Seek Justice,"" Fordham Urban Law Journal 26, no. 3 (March 1999): 607-644",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"McGill Guide 10th ed. Bruce A. Green, ""Why Should Prosecutors Seek Justice"" (1999) 26:3 Fordham Urb LJ 607.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Bruce A. Green, 'Why Should Prosecutors Seek Justice' (1999) 26(3) Fordham Urban Law Journal 607",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Green, Bruce A. ""Why Should Prosecutors Seek Justice."" Fordham Urban Law Journal, vol. 26, no. 3, March 1999, pp. 607-644. HeinOnline.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Bruce A. Green, 'Why Should Prosecutors Seek Justice' (1999) 26 Fordham Urb LJ 607",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
- x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
Cite this document PinCite this document,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"## WHY SHOULD PROSECUTORS ""SEEK JUSTICE""?",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"When  I  came to  the  United  States Attorney's Office in 1983, it became  apparent that this was an  office with  a  proud  tradition. The office expressed pride in  its past in  various ways:  for example, new assistants were  provided Emory Buckner's biography 1  and  the  office's walls were  arrayed with  photographs of former  United States Attorneys and  criminal division chiefs. Senior lawyers in  the  office served as  a  link to  its past. But  because  lawyers generally left the office within a  few  years after fulfilling their three-year commitment, there were  not many of these  ""senior"" lawyers around and, with  the exception of one, they were  really not very  senior. Bill Tendy was,  of course, the  exception. He was  the one  prosecutor who had  served in that office in  the decades  of the  50s, 60s  and  70s.  He was,  thus, the bridge to, and  symbol  of, the  office's past. He was the  embodiment of the  office's great tradition, of which  new prosecutors strived to  be worthy.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"The precise nature of  the  office's great tradition was somewhat elusive, however.  To be  sure, the  office had  its rituals -for example, on  his or  her first morning  in  the  office, the  young  and, at least in  my case, disoriented lawyer  was ""sworn in""  by the  United States Attorney and  congratulated by  his or  her new colleagues. But  these rituals, as  well as  the  various training sessions on complaints, grand jury practice, evidence, sentencing, and  the  like, tended to  look  forward,  not backward.  Even  so, one  would  eventually infer that, even though  the  personnel of the  office might  have  changed  over time, as did  the  identity of  investigators and  judges, and in  some ways the criminal law  and  procedure itself, there was  something essential that the  office was committed to  achieving and  preserving.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"skill The office integrity,",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Aspects of this tradition included a  reputation for excellence, and  success. But  the  high  esteem  in  which  the  office sought to  be held  by  judges and  the  public involved more than  this. was particularly jealous of  its reputation for probity, for",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"·  Louis  Stein Professor of  Law, Fordham University School  of  Law. From 1983 to  1987,  the  author was as  an Assistant United  States Attorney in  the  Office of  the United  States Attorney  for  the  Southern  District of  New York,  where he served  as Chief  Appellate Attorney in  1987.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"1. MARTIN MAYER, EMORY BUCKNER (1968).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"for judgment. It  was important  hat its acts appear to  be  well  motivated, that it's lawyers' word be  trusted. All  of this and  more was captured by the  concept that prosecutors in  the  office had  a  ""duty to do  justice.""",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"In  some  sense, Southern District prosecutors felt that they  owned the  concept. It certainly set us  apart from  the  defense lawyers with whom  we interacted. But, in  some ways,  at  least in  the  early 1980s, we felt, no  doubt arrogantly, that it distinguished us  from  other prosecutors, perhaps even  other federal prosecutors, as  well.  We felt as  if we defined the  term -which  of course we didn't -or  at least gave it new,  or  special, meaning.  In  fulfilling this duty, we preserved the office's great tradition (or, in failing to  fulfill it, we risked tarnishing the  office's reputation).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"The source of the  duty  was  never identified, however.  Thus, what might  be accepted by many as  an  article of faith might  be viewed skeptically by  some.  Nor, for that matter, was  the duty  ever precisely defined. The  concept was  protean as  well as  vague.  It  assumed  different meanings  in  different contexts, meanings  that one  could  only infer. One incarnation related to  our  exercise of discretion -how to  decide, for example, whether to  charge a  guilty individual or  defer prosecution, or  what  terms  of a  plea  bargain should be  acceptable. In  this context, ""doing justice"" meant  seeking to  achieve a ""just,"" and  not  necessarily the  most  harsh, result. In  the  trial context, the concept seemed  to  mean something else, however.  It  had  something to  do  with fidelity tothe fairness of the process -the  idea that, if the trial was a  fair one,  then even  when the  jury acquitted a  defendant whom  we were  convinced was guilty, justice was done.  Sometimes the  concept was implicit in  the  way a  senior lawyer worked  through a  hard question with  a  new  prosecutor: What,  she  might ask, was  the right  hing to  do? For  those who were  believers, doing justice was an animating principle; it was  the  office's life blood, often silent, unseen, taken  for granted.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Some lawyers outside the  office took  an  interest in  seeing that its traditions were preserved. These included federal district judges who  were  former federal prosecutors. They reminded prosecutors of  their duty  to  do  justice, sometimes  when they  expressed concern about the  prosecutor's conduct, but often (perhaps to  the  consternation of defense counsel) when they  credited the  prosecutor's representations or  assumed  (absent an  indication to  the  contrary) that the prosecutor was complying  with  his  or  her  procedural obligations and  acting in good  faith. At  times, although their purpose in  doing so was not  necessarily quite so  disinterested, defense lawyers who",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"were  alumni of the  office also reminded prosecutors of their duty  to seek justice. More than  other defense lawyers, they  might be willing to  proceed on the  basis of  oral understandings, oreven  tacit ones.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"These  interactions showed why it was important for the  office to preserve its reputation. They  provided evidence of how new prosecutors, who were  not known personally to  judges and  defense lawyers, nevertheless received the  benefit of the  office's reputation, and how they  were  able to  work  more easily and  effectively as  a  result. Indeed, even when prosecutors erred or  overreached, they  often benefitted from  serving in  an  office that was identified with the  tradition of  doing justice. For  example, excesses in  jury argument were often perceived to  be  good-faith, youthful indiscretions (which  they were), rather than acts of intentional wrongdoing, as  they  might have appeared.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"At  the  same  time, however, lawyers outside the  office sometimes expressed skepticism about  whether  its traditions were being  adequately maintained. Indeed, in the  eyes  of a  former prosecutor from any  generation, it was almost axiomatic that the  office began  to  go downhill on  the  very day  that the particular lawyer left it for private practice. Of  course, there were  good  reasons for someone  viewing the  office with  detachment (or, as  in  the  case  of a  defense lawyer, from  the  other side) to  be  skeptical. As important as  the  concept of ""doing justice"" may have  been, there have  always  been  cross-cutting themes  in  the prosecutor's office. Most  significantly, there was a  tradition of machismo,  of the prosecutor as  aggressive trial lawyer facing  down the  lawbreaking adversary. As  Jerry Lynch  has  noted, this was a tradition which  Bill Tendy,  the  quintessential tough-talking prosecutor, embodied  more than anyone. 2",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"The office's challenge was,  thus, to  reconcile the  ideal of  ""doing justice"" with  the  image  of the  strong prosecutor-to conceptualize ""doing justice"" in  muscular, and unsentimental, terms, so that a prosecutor could  ""do  justice"" without appearing weak.  For a  young Bill Tendy,  this may have  been  easy.  No  one  would  have  thought him  weak.  Besides, ""doing justice"" would  have  been  conceptualized in  narrower terms  in  his  formative, pre-Miranda years, requiring prosecutors to  tell the  truth and  keep  their word, but  allowing them to  be  less concerned about procedural niceties. For  a  contemporary assistant, however, it may be  more difficult to  reconcile the  professional ideal with  the  public image  of the prosecutor. There  is  therefore  a greater need to give  content to the  federal prosecutor's",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"2. See Gerard  E.  Lynch, Our  Administrative System  of Criminal Justice, 66  FORDHAM L. REV. 2117,  2117 (1998).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"professional obligations. As a starting point, this Article examines the  origins of the  ideal underlying the  prosecutor's obligations.",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Is the  professional ethos of  public prosecutors different from  that of  other  lawyers? If so,  to  what extent are  public  prosecutors therefore obligated to  conduct  themselves  differently from other lawyers?  There  are  no  universally accepted answers  to  these questions. Even though  lawyers  have  undertaken the  task of  representing  public entities in  the  prosecution of  criminal charges  for many years, the  ethical implications of  this task  remain  contested. Now familiar, and  well  over  a  decade  old, are  the  battles over  how prosecutors  exercise  their investigative authority -in particular, whether  ethical rules should  restrain prosecutors when they  seek  to issue grand  jury subpoenas  to  criminal defense  lawyers 3  or  when they seek  to  question defendants and  other represented persons, or permit  investigators to  do so,  without the  knowledge and  permission  of  the  person's lawyer. 4",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"Three  more recent disagreements serve  as  further illustrations. The first  wo relate to  the  application of  prophylactic rules to  ensure  that prosecutors are  nonpartisan: First, federal judges  in  the Eighth  Circuit have sharply contested whether  Kenneth Starr, in his  role  as  Independent Counsel  investigating President Clinton,",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"3. See,  e.g., Whiteside  v.  U.S.  District Court  for  The District of  Rhode Island, 53 F.3d  1349  (1st  Cir. 1995);  Baylson  v.  Pennsylvania Supreme Court  Disciplinary Board, 975 F.2d  102 (3d Cir. 1992);  United  States v.  Klubock,  832 F.2d  664 (1st Cir. 1987); Stern v.  Supreme Judicial Court  for the  Commonwealth  of  Massachusetts, 184 F.R.D. 10 (D.  Me. 1999);  United  States v.  Colorado  Supreme Court, 988 F.  Supp.  1368 (D. Colo.  1998); see  generally MODEL RULES OF PROFESSIONAL CONDUCT Rule  3.8(f) (1983)  [hereinafter MODEL RULES];  Roger C. Cramton &amp;  Lisa  K. Udell, State Ethics Rules and  Federal Prosectors: The Controversies Over  the  Anti-Contact and  Subpoena Rules, 53 U. PITr. L.  REV.  291 (1992); Peter  C.  Sheridan, Grand  Jury  Subpoenas to Criminal Defense  Attorneys: Massachusetts Restrains the  Federal Prosecutor through an  ""Ethical"" Rule, 2 GEO.  J. LEGAL ETHICS  485 (1988).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
"4.  See MODEL RULES Rule 4.2;  Cramton &amp; Udell, supra note  3;  Neals-Erik William  Delker, Ethics and  the  Federal Prosecutor: The  Continuing Conflict Over  the Application of Model Rule  4.2  to  Federal Attorneys, 44  AM.  U.  L.  REV.  855 (1995); Bruce A. Green, A Prosecutor's Communications With Represented Defendants: What Are the Limits?, 24 CRIM.  L. BULL. 283 (1988); F.  Dennis  Saylor, IV &amp; J.  Douglas  Wilson, Putting a Square  Peg  in  a  Round Hole:  The  Application of Model  Rule  4.2  to  Federal Prosecutors, 53 U.  PITr.  L.  REV.  459 (1992); Bruce A.  Green, Whose Rules  of Professional Conduct  Should  Govern  Lawyers  in  Federal Court and  How  Should the  Rules Be Created?, 64 GEO. WASH. L.  REV.  460,  470-80  (1996) [hereinafter Green, Whose Rules  of Professional Responsibility Should  Govern  Lawyers] (describing controversy leading to  promulgation of  regulation by Department  of  Justice to  govern  communications with  represented persons).",cover_heinonline,Green - 1998 - Why Should Prosecutors Seek Justice The Changing Role of the Federal Prosecutor.pdf,pdf_first_page
## DATE DOWNLOADED: Sat Sep  6 15:23:30 2025,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
SOURCE: Content Downloaded from,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
## Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green &amp; Rebecca Roiphe, When Prosecutors Politick: Progressive Law Enforcers Then and Now, 110 J. CRIM. L. &amp; CRIMINOLOGY 719 (Fall 2020).",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green &amp; Rebecca Roiphe, When Prosecutors Politick: Progressive Law Enforcers Then and Now, 110 J. Crim. L. &amp; Criminology 719 (2020).",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Green, B. A., &amp; Roiphe, Rebecca. (2020). When prosecutors politick: progressive law enforcers then and now. Journal of Criminal Law and Criminology, 110(4), 719-768.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green; Rebecca Roiphe, ""When Prosecutors Politick: Progressive Law Enforcers Then and Now,"" Journal of Criminal Law and Criminology 110, no. 4 (Fall 2020): 719-768",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
## McGill Guide 10th ed.,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green &amp; Rebecca Roiphe, ""When Prosecutors Politick: Progressive Law Enforcers Then and Now"" (2020) 110:4 J Crim L &amp; Criminology 719.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green and Rebecca Roiphe, 'When Prosecutors Politick: Progressive Law Enforcers Then and Now' (2020) 110(4) Journal of Criminal Law and Criminology 719",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Green, Bruce A., and Rebecca Roiphe. ""When Prosecutors Politick: Progressive Law Enforcers Then and Now."" Journal of Criminal Law and Criminology, vol. 110, no. 4, Fall 2020, pp. 719-768. HeinOnline.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Bruce A. Green &amp; Rebecca Roiphe, 'When Prosecutors Politick: Progressive Law Enforcers Then and Now' (2020) 110 J Crim L &amp; Criminology 719               x",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
OSCOLA 4th ed. Cite this document,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
PinCite this document,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
https://heinonline.org/HOL/License,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
## WHEN PROSECUTORS POLITICK: PROGRESSIVE LAW ENFORCERS THEN AND  NOW,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
## BRUCE A.  GREEN &amp; REBECCA ROIPHE*,cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"A  new  and  recognizable group of reform-minded prosecutors has assumed the mantle ofprogressive  prosecution. The term is hard  to define in part  because its adherents embrace a diverse set of  policies and  priorities. In comparing the contemporary  movement with Progressive  Era prosecutors, this  Article has two related  goals. First, it seeks to better  define progressive prosecution. Second,  it uses  a historical  comparison to  draw some  lessons for the  current  movement.  Both groups of  prosecutors  were elected on  a  wave of  popular  support. Unlike today's  mainstream prosecutors  who tend to campaign  and  labor  in relative obscurity, these two sets  of  prosecutors  received a good  deal of  popular attention  and support. The Progressive  Era reformers introduced  the  notion  promoted by  current progressive  prosecutors  that  crime is a social  phenomenon, which community  services  are  better  equipped  to  address  than prisons.  The Progressive  Era  movement also sought  to implement  professional  norms and practices to promote the values of  fairness and  proportionality. Contemporary  progressive prosecutors inherit this legacy  but tend not to emphasize these  professional  values. The Article  concludes that  the professional  values championed  during the Progressive  Era  are critical, in conjunction with new programs and  policies,  to  ensure that as innovation",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"*  Bruce  A.  Green. Louis Stein Chair of Law and Director of the  Stein Center for Law and Ethics, Fordham University  School of Law.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"Rebecca Roiphe. Professor of Law  and Dean for Faculty  Development,  New  York  Law School.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"We  would  like  to  thank  Alvin  Bragg,  Doni  Gewirtzman, and  Justin  Murray  for  their thoughtful  comments on  an earlier draft.  The  article  also  benefited  from the  discussion  and papers presented  at  the  symposium, ""21st  Century  Prosecution: Legal, Empirical, and Theoretical  Perspectives,""  held at the Northwestern Pritzker  School of Law. Particular thanks to  Chad Flanders and Joshua Kleinfeld for their detailed  and provocative  commentary.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
"helps  achieve  social justice, prosecution remains in  the  hands  of those committed to fair  and  even-handed  justice.",cover_heinonline,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf,pdf_first_page
