text,label,source
## Administrative Records  and the Courts,cover,Rosenthal_2003_Policing and Equal Protection.pdf
"See United States , INT'L MONETARY FUND (Apr. 2025), https://www.imf.org/external/datamapper/profile/USA [perma.cc/QF3K-CGB4].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"264. Id. at 408 (quoting Raines v. Byrd, 521 U.S. 811, 819-20 (1997)).",footnote,michigan_law_review_spending_clause_standing
"The problem of irreparable injury, which substantively shapes the tort rules of negligence liability and the privilege of self-defense, stems from the scarcity of compensatory resources. This important normative property, however, has not factored into leading theories of tort law.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"Your use of the JSTOR archive indicates your acceptance of the Terms &amp; Conditions of Use, available at https://about.jstor.org/terms",cover,Anderson et al. - 2019 - The Effects of Holistic Defense on Criminal Justice Outcomes.pdf
"S.D.  CODE §§ 34.1402-.1404, -. 1502 (1939). No  information  filed  without  preliminary examination.",cover,Nedrud - 1964 - The Role of the Prosecutor in Criminal Procedure Symposium - American Papers for the International C.pdf
24 . See infra Section III.B.2.,footnote,yale_law_journal_The_Dangerous_Rise_of_Dual_Use_Objects_in_War
"See Gilles, supra note 129, at 605-07 (explaining how 'standard fare in torts scholarship and torts courses' relies on the compensatory and deterrence functions of tort liability for which '[t]he truth is dramatically different' due to the manner in which bankruptcy and related laws enable tort defendants to 'shelter the lion's share of their income and assets from collection by tort plaintiffs').",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"The fiduciary theory of sovereignty contends that the state's power is derived from the collective interests of its population. 74 In a fiduciary relationship, one party (the trustee) is given management power over another party (the beneficiary), allowing the trustee party to make choices on behalf of the beneficiary party. 75 To constrain this relationship, certain duties are placed on the trustee to ensure that they act to further the beneficiary's best interests. 76 This relationship exists in many contexts, but is perhaps most recognizable in corporate governance, discussed in greater detail later in this section.",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
https://heinonline.org/HOL/License,cover,Alschuler - 1971 - Courtroom Misconduct by Prosecutors and Trial Judges.pdf
"| INTRODUCTION...................................................................................................... 8 10   | INTRODUCTION...................................................................................................... 8 10   |
|---------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------|
| I.                                                                                                                        | CRIMINAL LAW USEOF ARRESTS .................................. 817                                                         |
| A.                                                                                                                        | Arrests in the CriminalJusticeSystem.......................................................817                            |
| B.                                                                                                                        | The ConsequencesofArrests ..................................................................... 820                       |
| II.                                                                                                                       | ARRESTS OUTSIDE THE CRIMINAL JUSTICE SYSTEM................................826                                            |",cover,Jain - 2015 - Arrests as Regulation.pdf
"Few of these  forces  meaningfully  constrain  prosecutors. They follow  no Administrative  Procedure Act,  nor do  they operate  in  the  sunshine  of public  disclosure. While  in  theory  the  separation  of powers should  check  prosecutors,  in  practice  it  does not. 3 Legislatures  keep giving  prosecutors  more  power, not  less, by  expanding  overlapping criminal statutes and  giving  prosecutors  more  plea-bargaining tools. 4 Judges  largely  avoid  interfering  with  prosecutorial  decisions. They reason that juries will  ultimately check charges,  even  though few  cases make  it  to jury trials  in  a world  of guilty  pleas. Governors  and  Presidents exercise  little  or no control  over line prosecutors' decisions.",cover,Bibas - 2008 - Prosecutorial Regulation versus Prosecutorial Accountability.pdf
"OSCOLA 4th ed. Zachary S. Price, 'Enforcement Discretion and Executive Duty' (2014) 67 Vand L Rev 671               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting. Cite this document",cover,Price - 2014 - Enforcement Discretion and Executive Duty.pdf
SOURCE: Content Downloaded from,cover,Ramsey - 2002 - The Discretionary Power of Public Prosecutors in Historical Perspective.pdf
"Services, issued by a court of competent jurisdiction, then any testimony by Cellebrite personnel shall be limited to chain of custody issues concerning any Device on which Services have been provided and any Data extracted from any Device in connection with such Services. Id.",footnote,michigan_law_review_law_enforcement_privilege
"egalitarian  and  racially  conscious  approach  to  criminal  law. 3 But  as she  gained  ground  in  the  primary,  her  progressive  prosecutor bona fides came into  question. Critics  noted that Harris  endorsed  incarcerating  parents  of truant  children;  she defended  line-level prosecutors accused of withholding exculpatory evidence;  she continued to praise the  use  of long  prison  sentences  in  response  to  violent  crime;  and throughout her career,  she had failed to prosecute  aggressively police officers  alleged  to have  used excessive  force  against civilians. 4  Commentators painted Harris's ultimate withdrawal  from the presidential race as, at least in part,  a referendum  on her prosecutorial  politics.s",cover,Levin - 2020 - Imagining the Progressive Prosecutor Essay.pdf
144 . See supra notes 105-114 and accompanying text.,footnote,yale_law_journal_The_Prison_Discovery_Crisis
PinCite this document,cover,Karakatsanis - 2018 - The Punishment Bureaucracy How to Think about Criminal Justice Reform.pdf
"12 Jean  Marbella, Six Baltimore Police Officers Charged  in Freddie Gray's  Death, BALT.  SUN (May 2, 2015, 12:16 AM), https://www.baltimoresun.com/news/maryland/freddie-gray/bs-mdfreddie-gray-mainbar-20150501-story.html/  [https://perma.cc/J72J-FMBG].",cover,2018 - The Paradox of Progressive Prosecution Notes.pdf
"In the domestic commercial law context, fiduciary duties include a duty of good faith. 148 The duty of good faith prohibits the conscious disregard of known duties. 149 It further requires that fiduciaries act in the best interest of the beneficiary entity. 150 As seen in the international law scholarship, conceiving of the state as a fiduciary imagines it as more than a passive repository of sovereignty. 151 Instead, a state's legitimacy is derived from its mandate to act for the benefit of its people. This understanding is reflected in Pillar I of the United Nations Guiding Principles: The state has an affirmative obligation to protect its population's human rights. With the fiduciary theory animating, this command more strongly compels the state to protect human rights. Protection is not a passive endeavor. It must be pursued actively in all areas where the state exercises sovereignty.",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"Rachel E. Barkow, 'Administering Crime' (2005) 52 UCLA L Rev 715               x Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.",cover,Barkow - 2004 - Administering Crime.pdf
"2 . Id. ; Matthew Mpoke Bigg & Hiba Yazbek, Israel's Raid on al-Shifa Hospital Grows into One of the Longest of Gaza War , N.Y. Times (Mar. 21, 2024), https://www.nytimes.com/2024 /03/21/world/middleeast/israel-al-shifa-hospital-raid-gaza.html [https://perma.cc/7NEKB8KB]; Louisa Loveluck, Evan Hill, Jonathan Baran, Jarrett Ley & Ellen Nakashima, The Case of al-Shifa: Investigating the Assault on Gaza's Largest Hospital , Wash. Post (Dec. 21, 2023), https://www.washingtonpost.com/world/2023/12/21/al-shifa-hospital-gaza-hamas-israel [https://perma.cc/TWH9-8JXC].",body_text,yale_law_journal_The_Dangerous_Rise_of_Dual_Use_Objects_in_War
Thank you to Angelo Petrigh for this insight.,footnote,michigan_law_review_law_enforcement_privilege
....................................................,cover,Barkow - 2004 - Administering Crime.pdf
"109. Justice Thomas wrote the opinion, and Chief Justice Roberts and Justices Alito, Gorsuch, and Kavanaugh joined. Id.",footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
"Part IV ends by suggesting avenues for reform. First, courts should, where resources permit, be far more open to recruiting counsel for imprisoned plaintiffs embarking upon discovery. Second, courts should standardize the discovery process in prison litigation, creating certain tailored discovery rules for imprisoned litigants' claims. Third, judges should intervene through telephonic status conferences to advise plaintiffs on the process and ensure that they are not floundering or getting the runaround. Fourth, courts should take creative approaches to widening the availability of discovery tools, including making use of new technology to broaden incarcerated litigants' access to oral depositions. And finally, there should be efforts both in and out of court to police the creation, storage, and disclosure of evidence. This includes spoliation sanctions or curative measures when prisons overwrite surveillance footage after someone has filed a grievance implicating that footage. It also means devising standardized protocols for flagging evidence that poses security risks, along with safe procedures to handle that evidence's production and use. These admittedly incomplete proposals mark the start of a long-needed confrontation with our prison discovery crisis.",body_text,yale_law_journal_The_Prison_Discovery_Crisis
"Similarly, in State v.  States, 44 N.J.  285 (1965),  the  defendant claimed  that his conduct  in pushing  a police  officer should  have been prosecuted  under a statute making assault on a police officer a high  misdemeanor and,  therefore, the  Municipal Court  was without jurisdiction to  convict him of  simple  assault and  battery. The Court rejected the  defendant's theory  in  language  which recognizes  that a prosecutor may make decisions which are  not  strictly a  function of  the  probability of  conviction. More specifically, the  Court  noted:",cover,Bellin_2020_Theories of Prosecution.pdf
"* Isidor  and Seville Sulzbacher Professor of  Law  and Professor of  Epidemiology, Columbia  University.  We  thank participants  at  the  2019 Empirical Critical  Race  Theory Workshop, Boston University  Law  School,  and  the  2020  Annual QuantLaw  Conference  at the Rogers College  of Law  at the University of Arizona,  for insights and comments  on earlier versions of  this Article.  The  editors at the Boston University  Law Review provided outstanding editorial support. Generous  research support was provided by  Columbia Law  School and the Columbia Human Rights Law Review. All views  and any  mistakes are those of the  authors.",cover,Fagan and Campbell - 2020 - Race and Reasonableness in Police Killings Symposium Beyond Bad Apples Exploring the Legal Determi.pdf
". Professor of  Law  and Associate  Dean  for  Academic  Affairs, Wake  Forest  University School  of  Law.  I  owe thanks to  Sara  Beale  and  the  other participants in  the  Ohio State symposium on prosecutorial discretion, including Doug Berman,  Stephanos Bibas, Darryl  Brown,  Sharon  Davies, Bruce Green,  Alan Michaels, Robert  Mosteller, and Ellen  Yaroshefsky. Wayne  Logan and Marc Miller provided  their usual  perceptive comments as  readers. I  also  appreciate the  excellent research assistance of Jeff Kuykendall, Daniel  Moebs, and  Joanna  Wright.",cover,Wright - 2008 - How Prosecutor Elections Fail Us Symposium Prosecutorial Discretion.pdf
"1 Mark  Berman, These Prosecutors Won  Office  Vowing  to Fight the System.  Now,  the System Is Fighting Back., WASH. POST (Nov. 9, 2019, 4:52 PM), https://www.washingtonpost.  com/national/these-prosecutors-won-office-vowing-to-fightthe-system-now-the-system-is-fighting-back/2019/11/05/20d863f6-afc 1-11  e9-a0c96d2d7818f3dastory.html  [https://perma.cc/K6XK-F5CM]; see infra Part II(A).",cover,Green and Roiphe - 2020 - When Prosecutors Politick Progressive Law Enforcers Then and Now Criminal Law.pdf
"290. Compare Libor Jany, Pasadena Police Banking on Phone-Hacking Tool to Solve Cold Case Murder , L.A. TIMES (Mar. 3, 2023, 5:00 AM), https://www.latimes.com/california/story/2023-03-03/pasadena-police-banking-on-phone-hacking-tool-to-solve-cold-casemurder [perma.cc/HCP2-P6U9], and Lorenzo Franceschi-Bicchierai, This is the 'GrayKey 2.0,' the Tool Cops Use to Hack Phones , MOTHERBOARD (Sept. 30, 2022, 11:01 AM), https://www.vice.com/en/article/this-is-the-graykey-20-the-tool-cops-use-to-hack-phones [perma.cc/M9JC-G4TJ], with Adrianne Jeffries, Meet Hacking Team, the Company that Helps the Police Hack You , THE VERGE (Sept. 13, 2013, 10:30 AM), https://www.theverge.com/2013/9/13/4723610/meet-hacking-team-the-company-that-helps-police-hack-intocomputers [perma.cc/2QQW-ZA39].",footnote,michigan_law_review_law_enforcement_privilege
"ALWD 7th ed. Michael Pierce, The Court and Overcriminalization, 68 Stan. L. Rev. Online 50 (2015-2016).",cover,Pierce_2015_The Court and Overcriminalization.pdf
"resolution that is  then  ""sold"" to  both  the  defendant and  the  judge. 8 To a  large extent, this kind  of horse trading determines who goes  to jail and  for how long. That  is what  plea  bargaining is. It is  not  some adjunct to  the criminal justice system;  it is the  criminal justice system.",cover,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf
## Legitimacy and Federal  Criminal Enforcement Power,cover,Ouziel - 2013 - Legitimacy and Federal Criminal Enforcement Power.pdf
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover,Mayson - 2017 - Dangerous Defendants.pdf
"The preliminary hearing has the  aspects of  being  the quid pro  quo for  the  indictment of  the  grand  jury, giving to  the  defendant the  opportunity to  have  someone other than  the  prosecutor or  police officer pass  upon  whether  or  not  there are  sufficient grounds  to hold  the defendant to answer in the  trial court  having  jurisdiction of the  offense. Its main value,  outside  of  eliminating a possible abuse  of  law  enforcement officials in  keeping  a  man  incommunicado for  a long  period of  time, is",cover,Nedrud - 1964 - The Role of the Prosecutor in Criminal Procedure Symposium - American Papers for the International C.pdf
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Epps - 2014 - The Consequences of Error in Criminal Justice.pdf
"MLA 9th ed. Epps, Daniel. ""The Consequences of Error in Criminal Justice."" Harvard Law Review, vol. 128, no. 4, February 2015, pp. 1065-1151. HeinOnline.",cover,Epps - 2014 - The Consequences of Error in Criminal Justice.pdf
Chicago 17th ed. 4 (May 2020): 1537-1590,cover,Hessick and Morse - 2019 - Picking Prosecutors.pdf
"| A. Exaggerating Prosecutorial Power ....................................                    |   778 |
|---------------------------------------------------------------------------------------------|-------|
| B. The Contingent Power Of Prosecutors ..............................                       |   779 |
| C. Another Look at Prosecutorial Power ...............................                      |   781 |
| D. Prosecutors and Other Criminal Justice Officials .............                           |   785 |
| III: PROGRESSIVE PROSECUTION AND RACIAL JUSTICE ...                                         |   790 |
| A. Decarceration and Racial Justice ......................................                  |   791 |
| B. Prosecutorial Leniency as a Tool for Injustice ..................                        |   797 |
| CONCLUSION................................................................................. |   801 |",cover,Fryer - 2020 - Race_ Reform_ _ Progressive Prosecution Criminal Law.pdf
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Hessick and Morse - 2019 - Picking Prosecutors.pdf
"2 Roy Walmsley, World Prison Population List *2 (Institute for Criminal Policy Research 12th ed 2018), archived at https://perma.cc/Q4XU-3DZW.",cover,Rappaport - 2020 - Some doubts about democratizing criminal justice.pdf
"By accepting monetary compensation, injury victims could retain their honor-and restore equitable balance with their injurers-because they always had the choice to exact revenge instead. As William Miller explains, '[r]evenge always coexisted with a compensation option. The conceptual underpinning was exactly the same in either case: both revenge and compensation were articulated solely in idioms of repayment of debts and of settling scores and accounts.' 84 The revenge option gave injury victims the means to attain equitable balance when compensation would not adequately restore their lost honor.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"In  1973,  the  U.S.  Department  of Justice  sponsored  a  National  Advisory Commission  on Criminal Justice  Standards  and Goals  to study  the ""American Correctional System,"" and  after extensive  research and analysis, the  Commission published  a  report concluding  that U.S.  prisons,  juvenile detention  centers,  and jails  had  established  a  ""shocking  record  of failure."" 3 The  Commission  recommended a moratorium on prison construction to last ten years. 4 Instead,  as a vast and compelling  body of scholarship  attests,  in  the  years  to  follow,  both  prison construction  and  the  U.S.  prison  population-characterized  by  stark racial  disparities-boomed. 5 Forty  years  later,  one  in  every  thirty-five  American  adults was under criminal  supervision of some form. 6 Penal intervention  had become even  more alarmingly prevalent among African American  men.  According  to some  estimates,  one  of every three young  African  American men  may expect",cover,McLeod - 2015 - Prison Abolition and Grounded Justice.pdf
"APA 7th ed. Hessick, Carissa Byrne, &amp; Morse, Michael. (2020). Picking prosecutors. Iowa Law Review, 105(4), 1537-1590.",cover,Hessick and Morse - 2019 - Picking Prosecutors.pdf
"267. Texas v. Yellen, 105 F.4th 755, 771 (5th Cir. 2024).",footnote,michigan_law_review_spending_clause_standing
"See, e.g. , In re City of New York, 607 F.3d 923, 936-39, 935 n.12 (2d Cir. 2010).",footnote,michigan_law_review_law_enforcement_privilege
"155. Harshad Pathak & Shantanu Singh, Deconstructing India's Evolving Approach Toward International Investment Agreements , IISD (July 1, 2023), https://www.iisd.org/itn/en/2023/ 07/01/deconstructing-indias-evolving-approach-toward-international-investment-agreements [perma.cc/6PV6-4G9J].",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
- -- Your use of this HeinOnline PDF indicates your acceptance of HeinOnline's Terms and Conditions of the license agreement available at,cover,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf
"Jeffrey Fagan &amp; Alexis D. Campbell, 'Race and Reasonableness in Police Killings' (2020) 100 BU L Rev 951               x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.",cover,Fagan and Campbell - 2020 - Race and Reasonableness in Police Killings Symposium Beyond Bad Apples Exploring the Legal Determi.pdf
55 . See infra Part V (discussing the death of the opinions-drafting practice and the concomitant rise of the Congressional Research Service (CRS)).,body_text,yale_law_journal_Resurrecting_the_Trinity_of_Legislative_Constitutionalism
...............................................................,cover,Hessick and Morse - 2019 - Picking Prosecutors.pdf
"108. See supra notes 101-102; Richard H. Fallon, Jr., The Fragmentation of Standing , 93 TEX. L. REV. 1061, 1077-79 (2015).",footnote,michigan_law_review_spending_clause_standing
"Of course, billionaire wrongdoers can also seek bankruptcy protection, but their abundant personal financial assets will still be largely depleted to compensate their tort victims. Blood money is available in exceptional cases like these and partially offsets the diminished retributive role of punitive damages. After all, a tortfeasor who is unable to pay off outstanding compensatory liabilities suffers no punishment by incurring the further (judgment-proof) extra compensatory liabilities of punitive damages. The only meaningful source of tort retribution resides in the blood-money-funded liabilities of the bankrupt tortfeasor's personal assets.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"* J.D.,  Harvard  Law  School,  2014.  Michael  Pierce  currently  serves  as  a  law  clerk. This Essay  represents  his  personal  views only.  Thanks  to Ben Conery  for his  invaluable  substantive  feedback  throughout  the writing  process,  to Amal  Bala, Cat  Scott, and Shaneka  Davis  for  each  reading  an  early  draft  and offering  helpful  comments,  and  to  the Stanford  Law Review for making  the Essay's arguments more cogent.",cover,Pierce_2015_The Court and Overcriminalization.pdf
https://heinonline.org/HOL/License,cover,Barkow - 2008 - Institutional Design and the Policing of Prosecutors Lessons from Administrative Law.pdf
"29. See, e.g. , Massachusetts v. EPA, 549 U.S. 497, 519-20 (2007).",footnote,michigan_law_review_spending_clause_standing
"Barry Friedman &amp; Maria Ponomarenko, ""Democratic Policing"" (2015) 90:6 NYU L Rev 1827.",cover,Friedman and Ponomarenko - 2015 - Democratic Policing.pdf
"127. Riley v. City of Montgomery, 104 F.3d 1247, 1250 (11th Cir. 1997).",footnote,michigan_law_review_law_enforcement_privilege
George Washington Univ. - Jacob Burns Law Library,cover,Bellin_2020_Theories of Prosecution.pdf
"69. Bagley, supra note 53, at 364 (quoting Thomas O. McGarity & Ruth Ruttenberg, Counting the Cost of Health, Safety, and Environmental Regulation , 80 TEX. L. REV. 1997, 1998 (2002)).",footnote,michigan_law_review_good_cause_for_goodness_sake_a_new_approach_to_notice_and_comment_rulemaking
"See, e.g. , People v. Hammon, 938 P.2d 986 (Cal. 1997).",footnote,michigan_law_review_law_enforcement_privilege
"Alec Karakatsanis, 'The Punishment Bureaucracy: How to Think about ""Criminal Justice Reform""' (2018-2019) 128 Yale Law Journal Forum 848",cover,Karakatsanis - 2018 - The Punishment Bureaucracy How to Think about Criminal Justice Reform.pdf
DATE DOWNLOADED: Sat Sep  6 16:23:16 2025 SOURCE: Content Downloaded from HeinOnline,cover,Barkow - 2005 - Separation of Powers and the Criminal Law.pdf
DOI:  https://doi.org/10.15779/Z38959C812 Copyright © 2020 Jeffrey Bellin.,cover,Bellin - 2020 - Theories of Prosecution.pdf
"127. MADDISON, supra note 118, 23 tbl. 1-3 (OECD Development Centre 1995).",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"These provisions would be a redundancy measure, or a 'belt and suspenders' approach, given that an explicit provision would merely affirm rather than create the state's fiduciary duty to its people. Redundancy measures, however, are used in both international and domestic law. 97 Often, treaties merely codify existing international law and obligations that previously existed only through customary international law. 98 To include such a provision in IIAs, which reflect an existing notion of sovereignty, would be in line with the logic of treaties in general-memorializing obligations, preexisting or otherwise, to ensure that states receive the benefits of their bargains.",body_text,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
APPENDIX .................................................................................................1390,cover,Crespo - 2018 - The hidden law of plea bargaining.pdf
"Chicago 17th ed. Eisha Jain, ""The Mark of Policing: Race and Criminal Records,"" Stanford Law Review Online 73 (2020-2021): 162-179",cover,PLX42UF4_Jain_Mark_of_Policing.pdf
## In  Search  of  the  Virtuous Prosecutor: A Conceptual  Framework,cover,Fisher - 1987 - In Search of the Virtuous Prosecutor A Conceptual Framework.pdf
"After bankruptcy law displaced debtor's prison at the turn of the twentieth century, courts in the ensuing decades started to recognize emotional distress claims in limited contexts while remaining 'deeply concerned to impose limitations.' 245 The modest expansion of liability can be explained by the reduced burden of insolvency coupled with increases in per capita wealth and the spread of liability insurance.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
444 . See supra notes 164-166 and accompanying text.,footnote,yale_law_journal_The_Prison_Discovery_Crisis
"Kate Levine, 'Police Prosecutions and Punitive Instincts' (2021) 98 Wash U L Rev 997 x     Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.",cover,Levine - 2020 - Police Prosecutions and Punitive Instincts.pdf
"111 Tyler , 143 S. Ct. at 1378 .",footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"264. Elizabeth Warren, Bankruptcy Policy , 54 U. CHI. L. REV. 775, 785-86 (1987).",footnote,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"165. Compare Agreement Between Australia and Japan for an Economic Partnership , signed July 8, 2014, [2015] ATS 2 (entered into force Jan. 15, 2015) art. 14.5 (offering the minimum standard of treatment of aliens from customary international law as the benchmark for FET offered to investors) with Agreement Between the Government of the People's Republic of China and the Government of the Republic of Albania on the Encouragement and Reciprocal Protection of Investments , Feb. 13, 1993, art. 3.1, Alb.-China, TIAOYUE JI (providing an unqualified reference to FET).",footnote,michigan_law_review_citizen_shareholders_the_state_as_a_fiduciary_in_international_investment_law
"The same kind of compensatory practices recurred throughout ancient societies. 54 Absent a centralized government for protecting individuals from being attacked by others, attaining full compensation or equitable balance within the normative realm of honor was extraordinarily important for reasons William Miller forcefully emphasizes: 'Honor was what provided the basis for your counting for something, for your being listened to, for having people have second thoughts before taking your land or raping you or your daughter.' 55 By compensating for the victim's loss of honor, as Graeber explains, the injurer's payment of social currency also restored the victim's 'power, in the sense of the ability to protect oneself, and one's family and followers, from any sort of degradation or insult.' 56 Receiving full compensation enabled the victim to regain lost honor and thereby eliminate the concomitant vulnerability to future attacks, demonstrating why this remedy was vitally important in the state of nature.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"110. See, e.g. , United States v. Budziak, 697 F.3d 1105, 1111-13 (9th Cir. 2012).",footnote,michigan_law_review_law_enforcement_privilege
"60 . For a comprehensive overview of the law-and-society movement, see generally Lawrence M. Friedman, The Law and Society Movement , 38 Stan. L. Rev. 763 (1986), which surveys the movement's theoretical underpinnings, as well as its benefits and drawbacks; Bryant Garth & Joyce Sterling, From Legal Realism to Law and Society: Reshaping Law for the Last Stages of the Social Activist State , 32 Law & Soc'y Rev. 409 (1998), which surveys the history of the movement; and Austin Sarat, From Movement to Mentality, from Paradigm to Perspective, from Action to Performance: Law and Society at Mid-Life , 39 Law & Soc. Inquiry 217 (2014) (reviewing Kitty Calavita, Invitation to Law & Society: An Introduction to the Study of Real Law (2010)), which documents the institutionalization of the law-and-society movement.",body_text,yale_law_journal_The_Prison_Discovery_Crisis
"Whether an  overcriminalization  canon would serve  as  a legitimate  countermajoritarian  check  on  a  retributive  Congress  or  an  instance  of judicial  overreach  is  a difficult  issue.  However, this  Essay concludes  by  suggesting  that  due process  values  might justify  it:  this  argument  would  require  reconsidering  the fairness  of criminal  law's ignorance-of-the-law-is-no-excuse maxim in  light of the  mind-boggling  volume  of  federal  administrative  regulations  and  legislation.  12",cover,Pierce_2015_The Court and Overcriminalization.pdf
"At bottom, there is  oneffundamental  question: Why do we take  prisonfor granted? ... The most  difficult  and  urgent  challenge  today is that  ofcreatively  exploring  new terrains  ofjustice, where the  prison  no longer  serves as  our  major  anchor.",cover,McLeod - 2015 - Prison Abolition and Grounded Justice.pdf
- -- The search text of this PDF is generated from  uncorrected OCR text.,cover,Shaffer - 2023 - Prosecutors_ Race_ and the Criminal Pipeline.pdf
"[Wie have  become increasingly content-even complacent-to serve as technicians and  tinkerers in  the  law  rather than  aspiring to  the  role of transformers, system shakers  who risk  alienation but seek real substantive change.'",cover,Epstein - 1999 - Effective Intervention in Domestic Violence Cases Rethinking the Roles of Prosecutors_ Judges_ and.pdf
"Jocelyn Simonson, ""Police Reform through a Power Lens,"" Yale Law Journal 130, no. 4 (February 2021): 778-861",cover,Simonson - 2020 - Police Reform through a Power Lens.pdf
49 See id. at 438 (recognizing regulatory requirement to install cables on building as a taking).,footnote,harvard_law_review_Background_Principles_And_The_General_Law_Of_Property
"Bluebook 21st ed.GLYPH&lt;10&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt;GLYPH&lt;9&gt; Jeffrey Fagan &amp; Alexis D. Campbell, Race and Reasonableness in Police Killings, 100 B.U. L. REV. 951 (May 2020).",cover,Fagan and Campbell - 2020 - Race and Reasonableness in Police Killings Symposium Beyond Bad Apples Exploring the Legal Determi.pdf
Please note: citations are provided as a general guideline. Users should consult their preferred citation format's style manual for proper citation formatting.,cover,Fryer - 2020 - Race_ Reform_ _ Progressive Prosecution Criminal Law.pdf
"ALWD 7th ed. Eisha Jain, The Mark of Policing: Race and Criminal Records, 73 Stan. L. Rev. Online 162 (2020-2021).",cover,PLX42UF4_Jain_Mark_of_Policing.pdf
"Roberts, Dorothy E. ""Abolition Constitutionalism."" Harvard Law Review, vol. 133, no. 1, November 2019, pp. 1-122. HeinOnline.",cover,Unknown_Abolition constitutionalism.pdf
"In the state of nature, full compensation could be attained for fatal injuries only because the entitlement was held by the family, clan, or tribe to which the decedent belonged. 68 In these ancient societies, as Henry Sumner Maine explained, the individual's status within 'the household of which he forms a part' largely determined 'the rules which he obeys,' leaving 'the very smallest room for Contract' or the ability of individuals to mutually agree upon the rights and duties governing their interactions. 69 As Maine then famously demonstrated, the development of 'progressive societies' involved 'a movement from Status to Contract .' 70 Onceindividuals were freed from the shackles of their status within the collective and could voluntarily create their own rights and duties, any entitlement to compensation was their own and not held by the collective to which they belonged. The development of individual rights had compensatory consequences-in the event of fatal injury, the decedent right-holder could never be compensated after the fact with monetary damages, an inherent compensatory problem that did not exist in the state of nature.",body_text,michigan_law_review_tort_law_in_a_world_of_scarce_compensatory_resources
"A B  ST R ACT. A defining feature  of criminal federalism  is extreme disparities  in  case  outcomes across  state  and federal  forums.  All else  being equal,  prosecution  in  the  federal  forum entails  a significantly  higher  likelihood  of conviction,  and  a higher  penalty.  But why do  such disparities exist?  Conventional  explanations  point  to  differences  among  sovereigns' legal  rules,  resources, and dockets.  These understandings,  while  valid,  neglect to  account  for  a less  tangible  source of federal  criminal  power:  legitimacy.  ""Legitimacy""  refers  to  the  concept,  refined  through  decades of empirical  research,  that  citizens  comply with  the law,  and  defer  to  and  cooperate with  legal authority,  when  they  perceive  both  the  laws  and  the  authorities  to  be  fair.  A  legitimacy-based exploration  of the federal  criminal justice  system  significantly  enriches our understanding  of the sources  of  federal  criminal enforcement  power.  Distilling those  sources, moreover, reveals surprising and counterintuitive implications:  to  emulate  the  sources  of federal legitimacy  in local systems,  we need more localized criminal justice.",cover,Ouziel - 2013 - Legitimacy and Federal Criminal Enforcement Power.pdf
"Opposition to  plea bargaining is not  limited to  academics; much of the public (both in the  United States and  elsewhere) disapproves of the  practice as  well. See, e.g., Stanley A.  Cohen &amp; Anthony  N.  Doob, Public Attitudes to  Plea Bargaining, 32 CRIM. L.Q. 85, 93-100  (1989-90)  (study  finding that large majority of Canadians  opposes  plea bargaining). But  there is a  major  differeice between  popular and  academic  attitudes: while  the academics  tend  to  dislike plea  bargaining because  it treats defendants unfairly, the  public tends to  see the  practice as  treating defendants too  leniently. See  id. at  97.",cover,Scott and Stuntz - 1991 - Plea Bargaining as Contract Symposium Punishment.pdf
